Orig_order	Day	Time	SID-5	Student Link	Instructor Link
144	2020-11-26 Thursday	4:50	19086	https://ca.bbcollab.com/guest/2348f63a4cbf419495b73d3c60ae7169	https://ca.bbcollab.com/invite/02a811bbe51042ef94327e74db405668
145	2020-12-01 Tuesday	4:00	30511	https://ca.bbcollab.com/guest/d56aef0fee3f442197a825e05415465a	https://ca.bbcollab.com/invite/4fa6cc74571941e295cc8def75828c03
146	2020-12-01 Tuesday	4:10		https://ca.bbcollab.com/guest/f69c09bee88746ab9bb2586dfe7cb0cc	https://ca.bbcollab.com/invite/12e08c860a094d7886b9ac01a574286b
147	2020-12-01 Tuesday	4:20		https://ca.bbcollab.com/guest/4da6aff9c9f04a5686f549a2e3b97d5e	https://ca.bbcollab.com/invite/95e87401d782438d9aabe9c348c86879
148	2020-12-01 Tuesday	4:30		https://ca.bbcollab.com/guest/d4ff9f24ec3e422ca11eaa55446a1d62	https://ca.bbcollab.com/invite/1bd1e8b293844c7fbed78d0a959d508a
149	2020-12-01 Tuesday	4:40		https://ca.bbcollab.com/guest/16d6786ef20b4d02b2845041c0afae59	https://ca.bbcollab.com/invite/8eb620fe58e04f1f8f14d11c58072911
150	2020-12-01 Tuesday	4:50		https://ca.bbcollab.com/guest/2348f63a4cbf419495b73d3c60ae7169	https://ca.bbcollab.com/invite/02a811bbe51042ef94327e74db405668
151	2020-12-02 Wednesday	10:00		https://ca.bbcollab.com/guest/d56aef0fee3f442197a825e05415465a	https://ca.bbcollab.com/invite/4fa6cc74571941e295cc8def75828c03
152	2020-12-02 Wednesday	10:10		https://ca.bbcollab.com/guest/f69c09bee88746ab9bb2586dfe7cb0cc	https://ca.bbcollab.com/invite/12e08c860a094d7886b9ac01a574286b
153	2020-12-02 Wednesday	10:20		https://ca.bbcollab.com/guest/4da6aff9c9f04a5686f549a2e3b97d5e	https://ca.bbcollab.com/invite/95e87401d782438d9aabe9c348c86879
154	2020-12-02 Wednesday	10:30		https://ca.bbcollab.com/guest/d4ff9f24ec3e422ca11eaa55446a1d62	https://ca.bbcollab.com/invite/1bd1e8b293844c7fbed78d0a959d508a
155	2020-12-02 Wednesday	10:40		https://ca.bbcollab.com/guest/16d6786ef20b4d02b2845041c0afae59	https://ca.bbcollab.com/invite/8eb620fe58e04f1f8f14d11c58072911
156	2020-12-02 Wednesday	10:50		https://ca.bbcollab.com/guest/2348f63a4cbf419495b73d3c60ae7169	https://ca.bbcollab.com/invite/02a811bbe51042ef94327e74db405668
157	2020-12-02 Wednesday	4:00	10699	https://ca.bbcollab.com/guest/d56aef0fee3f442197a825e05415465a	https://ca.bbcollab.com/invite/4fa6cc74571941e295cc8def75828c03
158	2020-12-02 Wednesday	4:10		https://ca.bbcollab.com/guest/f69c09bee88746ab9bb2586dfe7cb0cc	https://ca.bbcollab.com/invite/12e08c860a094d7886b9ac01a574286b
159	2020-12-02 Wednesday	4:20		https://ca.bbcollab.com/guest/4da6aff9c9f04a5686f549a2e3b97d5e	https://ca.bbcollab.com/invite/95e87401d782438d9aabe9c348c86879
160	2020-12-02 Wednesday	4:30		https://ca.bbcollab.com/guest/d4ff9f24ec3e422ca11eaa55446a1d62	https://ca.bbcollab.com/invite/1bd1e8b293844c7fbed78d0a959d508a
161	2020-12-02 Wednesday	4:40		https://ca.bbcollab.com/guest/16d6786ef20b4d02b2845041c0afae59	https://ca.bbcollab.com/invite/8eb620fe58e04f1f8f14d11c58072911
162	2020-12-02 Wednesday	4:50		https://ca.bbcollab.com/guest/2348f63a4cbf419495b73d3c60ae7169	https://ca.bbcollab.com/invite/02a811bbe51042ef94327e74db405668
163	2020-12-04 Friday	4:00		https://ca.bbcollab.com/guest/d56aef0fee3f442197a825e05415465a	https://ca.bbcollab.com/invite/4fa6cc74571941e295cc8def75828c03
164	2020-12-04 Friday	4:10		https://ca.bbcollab.com/guest/f69c09bee88746ab9bb2586dfe7cb0cc	https://ca.bbcollab.com/invite/12e08c860a094d7886b9ac01a574286b
165	2020-12-04 Friday	4:20		https://ca.bbcollab.com/guest/4da6aff9c9f04a5686f549a2e3b97d5e	https://ca.bbcollab.com/invite/95e87401d782438d9aabe9c348c86879
166	2020-12-04 Friday	4:30		https://ca.bbcollab.com/guest/d4ff9f24ec3e422ca11eaa55446a1d62	https://ca.bbcollab.com/invite/1bd1e8b293844c7fbed78d0a959d508a
167	2020-12-04 Friday	4:40	40575	https://ca.bbcollab.com/guest/16d6786ef20b4d02b2845041c0afae59	https://ca.bbcollab.com/invite/8eb620fe58e04f1f8f14d11c58072911
168	2020-12-04 Friday	4:50		https://ca.bbcollab.com/guest/2348f63a4cbf419495b73d3c60ae7169	https://ca.bbcollab.com/invite/02a811bbe51042ef94327e74db405668
